"","prot","annot","sulf_id","blast","id"
"469","F7HG3_09390","GH117",40.3,"nr_id",63.2
"470","F7HG3_09390","GH117",40.3,"self_id",100
"471","F7HG3_09390","GH117",40.3,"dbCAN_id",61.6
"472","F7HG3_11476","GH117",33.7,"nr_id",71.5
"473","F7HG3_11476","GH117",33.7,"self_id",100
"474","F7HG3_11476","GH117",33.7,"dbCAN_id",68.1
"475","F7HG3_13632","GH117",34.7,"nr_id",58.8
"476","F7HG3_13632","GH117",34.7,"self_id",100
"477","F7HG3_13632","GH117",34.7,"dbCAN_id",59.9
"478","F7HG3_17462","GH117",63.6,"nr_id",65.7
"479","F7HG3_17462","GH117",63.6,"self_id",100
"480","F7HG3_17462","GH117",63.6,"dbCAN_id",60.2
"481","F7HG3_19315","GH117",36.4,"nr_id",73.9
"482","F7HG3_19315","GH117",36.4,"self_id",100
"483","F7HG3_19315","GH117",36.4,"dbCAN_id",71.1
"484","F7HG3_20588","GH117",36.6,"nr_id",76.5
"485","F7HG3_20588","GH117",36.6,"self_id",100
"486","F7HG3_20588","GH117",36.6,"dbCAN_id",62.6
"487","F7HG3_21656","GH117",43,"nr_id",67.7
"488","F7HG3_21656","GH117",43,"self_id",100
"489","F7HG3_21656","GH117",43,"dbCAN_id",67
"490","F7HG3_22180","GH117",36.7,"nr_id",77.2
"491","F7HG3_22180","GH117",36.7,"self_id",100
"492","F7HG3_22180","GH117",36.7,"dbCAN_id",61.3
"493","F7HG3_24511","GH117",35,"nr_id",67.5
"494","F7HG3_24511","GH117",35,"self_id",100
"495","F7HG3_24511","GH117",35,"dbCAN_id",68.7
"496","F7HG3_25718","GH117",31.7,"nr_id",60.1
"497","F7HG3_25718","GH117",31.7,"self_id",100
"498","F7HG3_25718","GH117",31.7,"dbCAN_id",57.6
"499","F7HG3_42188","GH117",36.8,"nr_id",56.2
"500","F7HG3_42188","GH117",36.8,"self_id",100
"501","F7HG3_42188","GH117",36.8,"dbCAN_id",56.3
"502","R1_12_00669","GH117",35.5,"nr_id",76.1
"503","R1_12_00669","GH117",35.5,"self_id",81.3
"504","R1_12_00669","GH117",35.5,"dbCAN_id",62.2
"505","R1_25_08867","GH117",34.4,"nr_id",75.1
"506","R1_25_08867","GH117",34.4,"self_id",89.7
"507","R1_25_08867","GH117",34.4,"dbCAN_id",56.8
"508","R1_25_09632","GH117",NA,"nr_id",65.9
"509","R1_25_09632","GH117",NA,"self_id",78.4
"510","R1_25_09632","GH117",NA,"dbCAN_id",56.7
"511","R1_25_12306","GH117",59.6,"nr_id",57.9
"512","R1_25_12306","GH117",59.6,"self_id",82.4
"513","R1_25_12306","GH117",59.6,"dbCAN_id",59.9
"514","R1_25_13104","GH117",36.1,"nr_id",65.4
"515","R1_25_13104","GH117",36.1,"self_id",88.3
"516","R1_25_13104","GH117",36.1,"dbCAN_id",63.7
"517","R1_25_14010","GH117",40.1,"nr_id",77.8
"518","R1_25_14010","GH117",40.1,"self_id",90.8
"519","R1_25_14010","GH117",40.1,"dbCAN_id",77.8
"520","R1_25_20588","GH117",39.1,"nr_id",66.4
"521","R1_25_20588","GH117",39.1,"self_id",85
"522","R1_25_20588","GH117",39.1,"dbCAN_id",63.1
"523","R1_25_22336","GH117",36.6,"nr_id",74.3
"524","R1_25_22336","GH117",36.6,"self_id",88.4
"525","R1_25_22336","GH117",36.6,"dbCAN_id",74.3
"526","R1_25_24859","GH117",NA,"nr_id",91.4
"527","R1_25_24859","GH117",NA,"self_id",99.2
"528","R1_25_24859","GH117",NA,"dbCAN_id",85.6
"529","R1_28_00182","GH117",32.8,"nr_id",74.8
"530","R1_28_00182","GH117",32.8,"self_id",100
"531","R1_28_00182","GH117",32.8,"dbCAN_id",62
"532","R1_28_03187","GH117",31.5,"nr_id",63.5
"533","R1_28_03187","GH117",31.5,"self_id",100
"534","R1_28_03187","GH117",31.5,"dbCAN_id",63.6
"535","R1_28_04138","GH117",60.3,"nr_id",67.8
"536","R1_28_04138","GH117",60.3,"self_id",100
"537","R1_28_04138","GH117",60.3,"dbCAN_id",59.6
"538","R1_28_04141","GH117",34.8,"nr_id",58.6
"539","R1_28_04141","GH117",34.8,"self_id",100
"540","R1_28_04141","GH117",34.8,"dbCAN_id",59
"541","R1_28_05543","GH117",41.4,"nr_id",57.7
"542","R1_28_05543","GH117",41.4,"self_id",35.4
"543","R1_28_05543","GH117",41.4,"dbCAN_id",58.1
"544","R1_28_08050","GH117",33.7,"nr_id",71.5
"545","R1_28_08050","GH117",33.7,"self_id",100
"546","R1_28_08050","GH117",33.7,"dbCAN_id",68.1
"547","R1_28_08588","GH117",34.7,"nr_id",58.8
"548","R1_28_08588","GH117",34.7,"self_id",100
"549","R1_28_08588","GH117",34.7,"dbCAN_id",59.9
"550","R1_28_08597","GH117",34.3,"nr_id",68.7
"551","R1_28_08597","GH117",34.3,"self_id",100
"552","R1_28_08597","GH117",34.3,"dbCAN_id",68.1
"553","R1_28_09200","GH117",36.6,"nr_id",76.5
"554","R1_28_09200","GH117",36.6,"self_id",100
"555","R1_28_09200","GH117",36.6,"dbCAN_id",62.6
"556","R1_28_09846","GH117",36.9,"nr_id",73
"557","R1_28_09846","GH117",36.9,"self_id",100
"558","R1_28_09846","GH117",36.9,"dbCAN_id",73
"559","R1_28_15048","GH117",NA,"nr_id",62.4
"560","R1_28_15048","GH117",NA,"self_id",100
"561","R1_28_15048","GH117",NA,"dbCAN_id",60.2
"562","R1_28_16418","GH117",33.9,"nr_id",77.6
"563","R1_28_16418","GH117",33.9,"self_id",89.9
"564","R1_28_16418","GH117",33.9,"dbCAN_id",58
"565","R1_28_17707","GH117",35.8,"nr_id",76
"566","R1_28_17707","GH117",35.8,"self_id",88
"567","R1_28_17707","GH117",35.8,"dbCAN_id",76
"568","R1_28_17961","GH117",31,"nr_id",66
"569","R1_28_17961","GH117",31,"self_id",78.8
"570","R1_28_17961","GH117",31,"dbCAN_id",69.3
"571","R1_28_18518","GH117",33.3,"nr_id",73.1
"572","R1_28_18518","GH117",33.3,"self_id",88.6
"573","R1_28_18518","GH117",33.3,"dbCAN_id",70.1
"574","R1_28_19968","GH117",40.3,"nr_id",63.2
"575","R1_28_19968","GH117",40.3,"self_id",100
"576","R1_28_19968","GH117",40.3,"dbCAN_id",61.6
"577","R1_28_21044","GH117",52,"nr_id",58.9
"578","R1_28_21044","GH117",52,"self_id",49.7
"579","R1_28_21044","GH117",52,"dbCAN_id",51.8
"580","R1_28_24765","GH117",32.5,"nr_id",65.6
"581","R1_28_24765","GH117",32.5,"self_id",82.4
"582","R1_28_24765","GH117",32.5,"dbCAN_id",68.6
"583","R1_28_25331","GH117",33.8,"nr_id",70.1
"584","R1_28_25331","GH117",33.8,"self_id",92
"585","R1_28_25331","GH117",33.8,"dbCAN_id",66.3
"586","R1_28_26838","GH117",36.3,"nr_id",79
"587","R1_28_26838","GH117",36.3,"self_id",100
"588","R1_28_26838","GH117",36.3,"dbCAN_id",76.5
"589","R1_28_28023","GH117",38.9,"nr_id",77.2
"590","R1_28_28023","GH117",38.9,"self_id",100
"591","R1_28_28023","GH117",38.9,"dbCAN_id",72
"592","R1_28_29379","GH117",60.8,"nr_id",60.9
"593","R1_28_29379","GH117",60.8,"self_id",63.8
"594","R1_28_29379","GH117",60.8,"dbCAN_id",62.5
"595","R1_28_29426","GH117",62.7,"nr_id",60.3
"596","R1_28_29426","GH117",62.7,"self_id",84.7
"597","R1_28_29426","GH117",62.7,"dbCAN_id",60.3
"598","R1_28_29956","GH117",39.2,"nr_id",74.9
"599","R1_28_29956","GH117",39.2,"self_id",80.2
"600","R1_28_29956","GH117",39.2,"dbCAN_id",72
"601","R1_28_31684","GH117",55.6,"nr_id",58.2
"602","R1_28_31684","GH117",55.6,"self_id",60.1
"603","R1_28_31684","GH117",55.6,"dbCAN_id",55.9
"604","R1_28_35605","GH117",63.6,"nr_id",65.7
"605","R1_28_35605","GH117",63.6,"self_id",100
"606","R1_28_35605","GH117",63.6,"dbCAN_id",60.2
"607","R1_28_38941","GH117",31.7,"nr_id",60.4
"608","R1_28_38941","GH117",31.7,"self_id",99.8
"609","R1_28_38941","GH117",31.7,"dbCAN_id",57.9
"610","R1_28_40187","GH117",59.5,"nr_id",59.3
"611","R1_28_40187","GH117",59.5,"self_id",100
"612","R1_28_40187","GH117",59.5,"dbCAN_id",59.3
"613","R1_28_41304","GH117",34.9,"nr_id",57.7
"614","R1_28_41304","GH117",34.9,"self_id",80.1
"615","R1_28_41304","GH117",34.9,"dbCAN_id",56.5
"616","R1_28_51301","GH117",35.6,"nr_id",61.7
"617","R1_28_51301","GH117",35.6,"self_id",67.2
"618","R1_28_51301","GH117",35.6,"dbCAN_id",59.4
"619","R1_28_54395","GH117",34.1,"nr_id",65.4
"620","R1_28_54395","GH117",34.1,"self_id",85.3
"621","R1_28_54395","GH117",34.1,"dbCAN_id",66.2
"622","R1_28_54630","GH117",38.2,"nr_id",78.4
"623","R1_28_54630","GH117",38.2,"self_id",100
"624","R1_28_54630","GH117",38.2,"dbCAN_id",58.7
"625","R1_28_56633","GH117",33.3,"nr_id",74.5
"626","R1_28_56633","GH117",33.3,"self_id",78.4
"627","R1_28_56633","GH117",33.3,"dbCAN_id",62.9
"628","R1_28_56957","GH117",34,"nr_id",76.8
"629","R1_28_56957","GH117",34,"self_id",93
"630","R1_28_56957","GH117",34,"dbCAN_id",62.4
"631","R1_28_58489","GH117",36.6,"nr_id",69.1
"632","R1_28_58489","GH117",36.6,"self_id",68.7
"633","R1_28_58489","GH117",36.6,"dbCAN_id",67.2
"634","R1_28_60859","GH117",33.7,"nr_id",68.5
"635","R1_28_60859","GH117",33.7,"self_id",82.4
"636","R1_28_60859","GH117",33.7,"dbCAN_id",70.1
"637","R1_28_63195","GH117",35,"nr_id",67.5
"638","R1_28_63195","GH117",35,"self_id",100
"639","R1_28_63195","GH117",35,"dbCAN_id",68.7
"640","R1_28_63683","GH117",38.3,"nr_id",81.9
"641","R1_28_63683","GH117",38.3,"self_id",100
"642","R1_28_63683","GH117",38.3,"dbCAN_id",80.4
"643","R1_28_63722","GH117",37,"nr_id",59
"644","R1_28_63722","GH117",37,"self_id",80.4
"645","R1_28_63722","GH117",37,"dbCAN_id",57.8
"646","R1_28_67839","GH117",36.4,"nr_id",73.9
"647","R1_28_67839","GH117",36.4,"self_id",100
"648","R1_28_67839","GH117",36.4,"dbCAN_id",71.1
"649","R1_28_70228","GH117",34.6,"nr_id",71.6
"650","R1_28_70228","GH117",34.6,"self_id",91.3
"651","R1_28_70228","GH117",34.6,"dbCAN_id",65.5
"652","R1_28_72121","GH117",40.4,"nr_id",79
"653","R1_28_72121","GH117",40.4,"self_id",90.8
"654","R1_28_72121","GH117",40.4,"dbCAN_id",78.1
"655","R1_28_79214","GH117",43,"nr_id",67.7
"656","R1_28_79214","GH117",43,"self_id",100
"657","R1_28_79214","GH117",43,"dbCAN_id",67
"658","R1_28_81274","GH117",37.5,"nr_id",71.9
"659","R1_28_81274","GH117",37.5,"self_id",81.5
"660","R1_28_81274","GH117",37.5,"dbCAN_id",71.9
"661","R1_28_83958","GH117",36.4,"nr_id",65.4
"662","R1_28_83958","GH117",36.4,"self_id",66.9
"663","R1_28_83958","GH117",36.4,"dbCAN_id",65.4
"664","R1_6_00429","GH117",38.3,"nr_id",68.2
"665","R1_6_00429","GH117",38.3,"self_id",78.4
"666","R1_6_00429","GH117",38.3,"dbCAN_id",59.7
"667","R1_6_03900","GH117",35.4,"nr_id",64.6
"668","R1_6_03900","GH117",35.4,"self_id",85
"669","R1_6_03900","GH117",35.4,"dbCAN_id",60.9
"670","R1_6_12561","GH117",33.8,"nr_id",68.6
"671","R1_6_12561","GH117",33.8,"self_id",90.2
"672","R1_6_12561","GH117",33.8,"dbCAN_id",68.6
"673","R1_6_16599","GH117",38.5,"nr_id",74.7
"674","R1_6_16599","GH117",38.5,"self_id",78.1
"675","R1_6_16599","GH117",38.5,"dbCAN_id",77.4
"676","R1_6_18380","GH117",NA,"nr_id",91.7
"677","R1_6_18380","GH117",NA,"self_id",99.2
"678","R1_6_18380","GH117",NA,"dbCAN_id",86.1
"679","R1_6_18553","GH117",33.9,"nr_id",59.2
"680","R1_6_18553","GH117",33.9,"self_id",70.2
"681","R1_6_18553","GH117",33.9,"dbCAN_id",59.4
"682","R1_6_18556","GH117",32.9,"nr_id",60.6
"683","R1_6_18556","GH117",32.9,"self_id",73.7
"684","R1_6_18556","GH117",32.9,"dbCAN_id",58.4
"685","R1_6_18911","GH117",41.7,"nr_id",67.9
"686","R1_6_18911","GH117",41.7,"self_id",78.6
"687","R1_6_18911","GH117",41.7,"dbCAN_id",66.4
"688","R1_6_18946","GH117",39.2,"nr_id",76.5
"689","R1_6_18946","GH117",39.2,"self_id",85.9
"690","R1_6_18946","GH117",39.2,"dbCAN_id",76.5
"691","R1_6_24757","GH117",38.7,"nr_id",75.6
"692","R1_6_24757","GH117",38.7,"self_id",95.8
"693","R1_6_24757","GH117",38.7,"dbCAN_id",75.3
"694","R1_6_24845","GH117",34.2,"nr_id",74.4
"695","R1_6_24845","GH117",34.2,"self_id",77
"696","R1_6_24845","GH117",34.2,"dbCAN_id",60.2
"697","R1_6_26230","GH117",30.7,"nr_id",61.9
"698","R1_6_26230","GH117",30.7,"self_id",74.1
"699","R1_6_26230","GH117",30.7,"dbCAN_id",62.5
"700","R1_6_26996","GH117",35.5,"nr_id",64.8
"701","R1_6_26996","GH117",35.5,"self_id",88.3
"702","R1_6_26996","GH117",35.5,"dbCAN_id",63.7
"703","R1_6_26997","GH117",33.3,"nr_id",57.3
"704","R1_6_26997","GH117",33.3,"self_id",67.9
"705","R1_6_26997","GH117",33.3,"dbCAN_id",54.8
"706","R1_6_29983","GH117",34,"nr_id",72
"707","R1_6_29983","GH117",34,"self_id",79.6
"708","R1_6_29983","GH117",34,"dbCAN_id",68.7
"709","R1_6_31071","GH117",43,"nr_id",54.1
"710","R1_6_31071","GH117",43,"self_id",54.9
"711","R1_6_31071","GH117",43,"dbCAN_id",42.6
"712","R1_6_31933","GH117",35.6,"nr_id",73.8
"713","R1_6_31933","GH117",35.6,"self_id",89.3
"714","R1_6_31933","GH117",35.6,"dbCAN_id",67.4
"715","R1_6_32916","GH117",62.3,"nr_id",60.4
"716","R1_6_32916","GH117",62.3,"self_id",85.8
"717","R1_6_32916","GH117",62.3,"dbCAN_id",60.4
"718","R1_6_32919","GH117",38.1,"nr_id",57.3
"719","R1_6_32919","GH117",38.1,"self_id",80.1
"720","R1_6_32919","GH117",38.1,"dbCAN_id",55.9
"721","R1_6_34002","GH117",34.2,"nr_id",73.4
"722","R1_6_34002","GH117",34.2,"self_id",77
"723","R1_6_34002","GH117",34.2,"dbCAN_id",59.2
"724","R1_6_35341","GH117",39.7,"nr_id",79.8
"725","R1_6_35341","GH117",39.7,"self_id",86.1
"726","R1_6_35341","GH117",39.7,"dbCAN_id",73.8
"727","R1_6_35561","GH117",NA,"nr_id",68.3
"728","R1_6_35561","GH117",NA,"self_id",78.5
"729","R1_6_35561","GH117",NA,"dbCAN_id",67.8
"730","R1_6_36007","GH117",42.9,"nr_id",46.1
"731","R1_6_36007","GH117",42.9,"self_id",53.5
"732","R1_6_36007","GH117",42.9,"dbCAN_id",52.4
"733","R1_6_38080","GH117",61.1,"nr_id",67.9
"734","R1_6_38080","GH117",61.1,"self_id",75.9
"735","R1_6_38080","GH117",61.1,"dbCAN_id",61.4
"736","R1_6_39844","GH117",35,"nr_id",71.8
"737","R1_6_39844","GH117",35,"self_id",68.5
"738","R1_6_39844","GH117",35,"dbCAN_id",68.9
"739","R1_6_40040","GH117",42.8,"nr_id",63.8
"740","R1_6_40040","GH117",42.8,"self_id",78.7
"741","R1_6_40040","GH117",42.8,"dbCAN_id",64.6
"742","R1_6_42039","GH117",35.7,"nr_id",61.8
"743","R1_6_42039","GH117",35.7,"self_id",72.3
"744","R1_6_42039","GH117",35.7,"dbCAN_id",59.2
"745","R1_6_42306","GH117",38,"nr_id",72.7
"746","R1_6_42306","GH117",38,"self_id",73
"747","R1_6_42306","GH117",38,"dbCAN_id",57.6
"748","R1_6_43327","GH117",33.3,"nr_id",69.6
"749","R1_6_43327","GH117",33.3,"self_id",70.9
"750","R1_6_43327","GH117",33.3,"dbCAN_id",67.1
"751","R1_6_53846","GH117",36.4,"nr_id",73.6
"752","R1_6_53846","GH117",36.4,"self_id",87.8
"753","R1_6_53846","GH117",36.4,"dbCAN_id",69.7
"754","R2_24_03119","GH117",31.3,"nr_id",98.9
"755","R2_24_03119","GH117",31.3,"self_id",40.7
"756","R2_24_03119","GH117",31.3,"dbCAN_id",91.7
"757","R2_26_00474","GH117",36.5,"nr_id",69.5
"758","R2_26_00474","GH117",36.5,"self_id",70.3
"759","R2_26_00474","GH117",36.5,"dbCAN_id",62.3
"760","R2_26_04592","GH117",35.5,"nr_id",64.3
"761","R2_26_04592","GH117",35.5,"self_id",67
"762","R2_26_04592","GH117",35.5,"dbCAN_id",54.9
"763","R2_26_09098","GH117",NA,"nr_id",66.1
"764","R2_26_09098","GH117",NA,"self_id",63.2
"765","R2_26_09098","GH117",NA,"dbCAN_id",66.1
"766","R2_26_09099","GH117",36.1,"nr_id",70.4
"767","R2_26_09099","GH117",36.1,"self_id",62.7
"768","R2_26_09099","GH117",36.1,"dbCAN_id",65.6
"769","R2_26_09102","GH117",35.6,"nr_id",74.1
"770","R2_26_09102","GH117",35.6,"self_id",72.1
"771","R2_26_09102","GH117",35.6,"dbCAN_id",70.7
"772","R2_26_09109","GH117",38.6,"nr_id",80.5
"773","R2_26_09109","GH117",38.6,"self_id",78.2
"774","R2_26_09109","GH117",38.6,"dbCAN_id",80
"775","R2_26_13467","GH117",59.8,"nr_id",59.8
"776","R2_26_13467","GH117",59.8,"self_id",55.3
"777","R2_26_13467","GH117",59.8,"dbCAN_id",56.6
"778","R2_26_13734","GH117",39.2,"nr_id",99.7
"779","R2_26_13734","GH117",39.2,"self_id",61.4
"780","R2_26_13734","GH117",39.2,"dbCAN_id",99.7
"781","R2_26_15204","GH117",44.5,"nr_id",98.5
"782","R2_26_15204","GH117",44.5,"self_id",46.1
"783","R2_26_15204","GH117",44.5,"dbCAN_id",98.5
"784","R2_26_16222","GH117",36.2,"nr_id",59
"785","R2_26_16222","GH117",36.2,"self_id",57.8
"786","R2_26_16222","GH117",36.2,"dbCAN_id",53
"787","R2_26_17349","GH117",34.1,"nr_id",97.7
"788","R2_26_17349","GH117",34.1,"self_id",45.6
"789","R2_26_17349","GH117",34.1,"dbCAN_id",97.7
"790","R2_26_17688","GH117",33.2,"nr_id",98
"791","R2_26_17688","GH117",33.2,"self_id",51.7
"792","R2_26_17688","GH117",33.2,"dbCAN_id",98
"793","R2_26_17998","GH117",38.5,"nr_id",69.1
"794","R2_26_17998","GH117",38.5,"self_id",65
"795","R2_26_17998","GH117",38.5,"dbCAN_id",61.4
"796","R2_26_18273","GH117",46.9,"nr_id",71.3
"797","R2_26_18273","GH117",46.9,"self_id",36.1
"798","R2_26_18273","GH117",46.9,"dbCAN_id",61.6
"799","F5HG2_13545","GH150",NA,"nr_id",53.4
"800","F5HG2_13545","GH150",NA,"self_id",66.6
"801","F5HG2_13545","GH150",NA,"dbCAN_id",44
"802","F5HG3_09068","GH150",NA,"nr_id",56.3
"803","F5HG3_09068","GH150",NA,"self_id",99.6
"804","F5HG3_09068","GH150",NA,"dbCAN_id",43.9
"805","F6GI4_07964","GH150",NA,"nr_id",53.5
"806","F6GI4_07964","GH150",NA,"self_id",99.8
"807","F6GI4_07964","GH150",NA,"dbCAN_id",45.4
"808","F6GI4_24174","GH150",NA,"nr_id",55.9
"809","F6GI4_24174","GH150",NA,"self_id",62.1
"810","F6GI4_24174","GH150",NA,"dbCAN_id",45.4
"811","F6HG2_24642","GH150",NA,"nr_id",51.4
"812","F6HG2_24642","GH150",NA,"self_id",100
"813","F6HG2_24642","GH150",NA,"dbCAN_id",49.3
"814","F6HG2_48465","GH150",NA,"nr_id",54.3
"815","F6HG2_48465","GH150",NA,"self_id",54.1
"816","F6HG2_48465","GH150",NA,"dbCAN_id",52.1
"817","F6HG3_26040","GH150",NA,"nr_id",53.5
"818","F6HG3_26040","GH150",NA,"self_id",99.8
"819","F6HG3_26040","GH150",NA,"dbCAN_id",45.4
"820","F6HG3_45219","GH150",NA,"nr_id",51.4
"821","F6HG3_45219","GH150",NA,"self_id",100
"822","F6HG3_45219","GH150",NA,"dbCAN_id",49.3
"823","F7HG3_07052","GH150",NA,"nr_id",55.3
"824","F7HG3_07052","GH150",NA,"self_id",100
"825","F7HG3_07052","GH150",NA,"dbCAN_id",45.8
"826","R1_12_06546","GH150",NA,"nr_id",50.6
"827","R1_12_06546","GH150",NA,"self_id",100
"828","R1_12_06546","GH150",NA,"dbCAN_id",49.1
"829","R1_12_07027","GH150",NA,"nr_id",57.7
"830","R1_12_07027","GH150",NA,"self_id",100
"831","R1_12_07027","GH150",NA,"dbCAN_id",45.4
"832","R1_12_12832","GH150",NA,"nr_id",57.1
"833","R1_12_12832","GH150",NA,"self_id",99.3
"834","R1_12_12832","GH150",NA,"dbCAN_id",55
"835","R1_28_17196","GH150",NA,"nr_id",55.3
"836","R1_28_17196","GH150",NA,"self_id",100
"837","R1_28_17196","GH150",NA,"dbCAN_id",45.8
"838","R1_28_25114","GH150",NA,"nr_id",37.6
"839","R1_28_25114","GH150",NA,"self_id",33.2
"840","R1_28_25114","GH150",NA,"dbCAN_id",32.8
"841","R1_6_06487","GH150",NA,"nr_id",52.6
"842","R1_6_06487","GH150",NA,"self_id",81.3
"843","R1_6_06487","GH150",NA,"dbCAN_id",49.8
"844","R1_6_06491","GH150",NA,"nr_id",57.7
"845","R1_6_06491","GH150",NA,"self_id",100
"846","R1_6_06491","GH150",NA,"dbCAN_id",45.4
"847","R1_6_11138","GH150",NA,"nr_id",57.2
"848","R1_6_11138","GH150",NA,"self_id",86.5
"849","R1_6_11138","GH150",NA,"dbCAN_id",48.3
"850","R1_6_11979","GH150",NA,"nr_id",50.5
"851","R1_6_11979","GH150",NA,"self_id",81.4
"852","R1_6_11979","GH150",NA,"dbCAN_id",49.3
"853","R1_6_17198","GH150",NA,"nr_id",48.5
"854","R1_6_17198","GH150",NA,"self_id",83.8
"855","R1_6_17198","GH150",NA,"dbCAN_id",49
"856","R1_6_18182","GH150",NA,"nr_id",50.2
"857","R1_6_18182","GH150",NA,"self_id",100
"858","R1_6_18182","GH150",NA,"dbCAN_id",49
"859","R1_6_19986","GH150",NA,"nr_id",50.5
"860","R1_6_19986","GH150",NA,"self_id",60.3
"861","R1_6_19986","GH150",NA,"dbCAN_id",42.8
"862","R1_6_19991","GH150",NA,"nr_id",43.2
"863","R1_6_19991","GH150",NA,"self_id",44.6
"864","R1_6_19991","GH150",NA,"dbCAN_id",45.5
"865","R1_6_37086","GH150",NA,"nr_id",52.1
"866","R1_6_37086","GH150",NA,"self_id",60.2
"867","R1_6_37086","GH150",NA,"dbCAN_id",47.4
"868","R1_6_37088","GH150",NA,"nr_id",50.2
"869","R1_6_37088","GH150",NA,"self_id",50.8
"870","R1_6_37088","GH150",NA,"dbCAN_id",46.3
"871","R1_6_54612","GH150",NA,"nr_id",62.1
"872","R1_6_54612","GH150",NA,"self_id",54.4
"873","R1_6_54612","GH150",NA,"dbCAN_id",59.6
"874","R2_26_07101","GH150",NA,"nr_id",97.7
"875","R2_26_07101","GH150",NA,"self_id",54.9
"876","R2_26_07101","GH150",NA,"dbCAN_id",97.7
"877","R2_26_09450","GH150",NA,"nr_id",83.6
"878","R2_26_09450","GH150",NA,"self_id",52.8
"879","R2_26_09450","GH150",NA,"dbCAN_id",83.6
"880","R2_26_12846","GH150",NA,"nr_id",96.8
"881","R2_26_12846","GH150",NA,"self_id",50.7
"882","R2_26_12846","GH150",NA,"dbCAN_id",96.8
"883","F6GI4_31670","GH16_11",48.4,"nr_id",71.7
"884","F6GI4_31670","GH16_11",48.4,"self_id",100
"885","F6GI4_31670","GH16_11",48.4,"dbCAN_id",71.7
"886","F6HG3_71128","GH16_11",48,"nr_id",65.6
"887","F6HG3_71128","GH16_11",48,"self_id",100
"888","F6HG3_71128","GH16_11",48,"dbCAN_id",65.6
"889","F7HG2_05566","GH16_11",NA,"nr_id",48
"890","F7HG2_05566","GH16_11",NA,"self_id",100
"891","F7HG2_05566","GH16_11",NA,"dbCAN_id",51.4
"892","F7HG2_05976","GH16_11",39.5,"nr_id",42.6
"893","F7HG2_05976","GH16_11",39.5,"self_id",100
"894","F7HG2_05976","GH16_11",39.5,"dbCAN_id",38.8
"895","F7HG2_06183","GH16_11",37.1,"nr_id",46
"896","F7HG2_06183","GH16_11",37.1,"self_id",100
"897","F7HG2_06183","GH16_11",37.1,"dbCAN_id",51.8
"898","F7HG2_10136","GH16_11",43.1,"nr_id",44.9
"899","F7HG2_10136","GH16_11",43.1,"self_id",100
"900","F7HG2_10136","GH16_11",43.1,"dbCAN_id",46.2
"901","F7HG2_19292","GH16_11",42.4,"nr_id",47.5
"902","F7HG2_19292","GH16_11",42.4,"self_id",100
"903","F7HG2_19292","GH16_11",42.4,"dbCAN_id",46.9
"904","F7HG2_21654","GH16_11",38.2,"nr_id",47.3
"905","F7HG2_21654","GH16_11",38.2,"self_id",100
"906","F7HG2_21654","GH16_11",38.2,"dbCAN_id",43.4
"907","F7HG2_25805","GH16_11",43.3,"nr_id",46
"908","F7HG2_25805","GH16_11",43.3,"self_id",86.4
"909","F7HG2_25805","GH16_11",43.3,"dbCAN_id",45.5
"910","F7HG2_45549","GH16_11",39.3,"nr_id",49.9
"911","F7HG2_45549","GH16_11",39.3,"self_id",83
"912","F7HG2_45549","GH16_11",39.3,"dbCAN_id",45.8
"913","F7HG3_01900","GH16_11",38.2,"nr_id",47.3
"914","F7HG3_01900","GH16_11",38.2,"self_id",100
"915","F7HG3_01900","GH16_11",38.2,"dbCAN_id",43.4
"916","F7HG3_02752","GH16_11",37.1,"nr_id",46
"917","F7HG3_02752","GH16_11",37.1,"self_id",100
"918","F7HG3_02752","GH16_11",37.1,"dbCAN_id",51.8
"919","F7HG3_04914","GH16_11",39.5,"nr_id",42.6
"920","F7HG3_04914","GH16_11",39.5,"self_id",100
"921","F7HG3_04914","GH16_11",39.5,"dbCAN_id",38.8
"922","F7HG3_09714","GH16_11",NA,"nr_id",48
"923","F7HG3_09714","GH16_11",NA,"self_id",100
"924","F7HG3_09714","GH16_11",NA,"dbCAN_id",51.4
"925","F7HG3_11158","GH16_11",43.1,"nr_id",44.9
"926","F7HG3_11158","GH16_11",43.1,"self_id",100
"927","F7HG3_11158","GH16_11",43.1,"dbCAN_id",46.2
"928","F7HG3_23548","GH16_11",42.4,"nr_id",47.5
"929","F7HG3_23548","GH16_11",42.4,"self_id",100
"930","F7HG3_23548","GH16_11",42.4,"dbCAN_id",46.9
"931","R1_28_08574","GH16_11",38.2,"nr_id",47.3
"932","R1_28_08574","GH16_11",38.2,"self_id",100
"933","R1_28_08574","GH16_11",38.2,"dbCAN_id",43.4
"934","R1_28_09080","GH16_11",NA,"nr_id",48
"935","R1_28_09080","GH16_11",NA,"self_id",100
"936","R1_28_09080","GH16_11",NA,"dbCAN_id",51.4
"937","R1_28_15783","GH16_11",39.5,"nr_id",42.6
"938","R1_28_15783","GH16_11",39.5,"self_id",100
"939","R1_28_15783","GH16_11",39.5,"dbCAN_id",38.8
"940","R1_28_23719","GH16_11",43.1,"nr_id",44.9
"941","R1_28_23719","GH16_11",43.1,"self_id",100
"942","R1_28_23719","GH16_11",43.1,"dbCAN_id",46.2
"943","R1_28_31169","GH16_11",NA,"nr_id",50.8
"944","R1_28_31169","GH16_11",NA,"self_id",60.8
