longBGC	MAG	query	class	product	length (kb)	completeness	best hit	distance	novel	complete+novel	short-BGC	taxonomy
F6HG_3_bin.7-c00020_NODE_24...region001	F6HG_3_bin.7	bacteria-8b021ae0-ce7c-4778-a2ba-a9c1a27a172e	RiPPs	ranthipeptide	18.88	Fragmented	GCF_05775	881	FALSE	FALSE	c00020_NODE_24...region001	Bacillota
F6HG_3_bin.9-c00001_NODE_39...region001	F6HG_3_bin.9	bacteria-95874ff3-ee88-42ba-ad66-3010e2ff9c44	RiPPs	RRE-containing	20.27	Complete	GCF_00001	969	TRUE	TRUE	c00001_NODE_39...region001	Bacteroidota
F6HG_3_bin.9-c00055_NODE_11...region001	F6HG_3_bin.9	bacteria-95874ff3-ee88-42ba-ad66-3010e2ff9c44	Terpene	terpene	15.38	Fragmented	GCF_01384	774	FALSE	FALSE	c00055_NODE_11...region001	Bacteroidota
F7GI_2_bin.1-c00036_NODE_36...region001	F7GI_2_bin.1	bacteria-bd331dcb-1117-44ff-ac4c-bf952a9314c7	Others	betalactone	20.49	Fragmented	GCF_07410	810	FALSE	FALSE	c00036_NODE_36...region001	Gammaproteobacteria
F7GI_3_bin.1-c00053_NODE_94...region001	F7GI_3_bin.1	bacteria-6ab71e6a-ae9a-418d-bc5e-04a5adeab989	RiPPs	ranthipeptide	9.82	Fragmented	GCF_05012	701	FALSE	FALSE	c00053_NODE_94...region001	Bacillota
F7GI_3_bin.10-c00054_NODE_15...region001	F7GI_3_bin.10	bacteria-bceabb75-6698-43b5-ab38-2d3d6347bdce	RiPPs	RRE-containing	7.51	Fragmented	GCF_05012	607	FALSE	FALSE	c00054_NODE_15...region001	Desulfovibrionales
F7GI_3_bin.2-c00008_NODE_39...region001	F7GI_3_bin.2	bacteria-dae94fa7-3897-4cd2-a67f-0a96f31f95f9	Others	arylpolyene	27.51	Fragmented	GCF_02481	1328	TRUE	FALSE	c00008_NODE_39...region001	Spirochaetota
F7GI_3_bin.2-c00050_NODE_50...region001	F7GI_3_bin.2	bacteria-dae94fa7-3897-4cd2-a67f-0a96f31f95f9	Terpene	terpene	10.59	Fragmented	GCF_00737	611	FALSE	FALSE	c00050_NODE_50...region001	Spirochaetota
F7GI_3_bin.2-c00082_NODE_10...region001	F7GI_3_bin.2	bacteria-dae94fa7-3897-4cd2-a67f-0a96f31f95f9	RiPPs	RiPP-like	6.3	Fragmented	GCF_00001	501	FALSE	FALSE	c00082_NODE_10...region001	Spirochaetota
F7GI_3_bin.4-c00077_NODE_95...region001	F7GI_3_bin.4	bacteria-624c0da2-1dfe-4ac3-8deb-67c63b07cab0	RiPPs	ranthipeptide	9.76	Fragmented	GCF_05012	533	FALSE	FALSE	c00077_NODE_95...region001	Bacillota
F7GI_3_bin.4-c00104_NODE_15...region001	F7GI_3_bin.4	bacteria-624c0da2-1dfe-4ac3-8deb-67c63b07cab0	NRPS	NRPS	7.58	Fragmented	GCF_10725	752	FALSE	FALSE	c00104_NODE_15...region001	Bacillota
F7GI_3_bin.4-c00184_NODE_38...region001	F7GI_3_bin.4	bacteria-624c0da2-1dfe-4ac3-8deb-67c63b07cab0	RiPPs	cyclic-lactone-autoinducer	4.38	Fragmented	GCF_00001	436	FALSE	FALSE	c00184_NODE_38...region001	Bacillota
F7GI_3_bin.5-c00004_NODE_4_...region001	F7GI_3_bin.5	bacteria-719a4a1b-6715-4c3f-9f03-1667926e3823	Others	betalactone	30.81	Complete	GCF_15493	1747	TRUE	TRUE	c00004_NODE_4_...region001	Desulfovibrionales
F7GI_3_bin.6-c00048_NODE_17...region001	F7GI_3_bin.6	bacteria-770a603a-4749-4153-a7ff-438bbd489de2	RiPPs	cyclic-lactone-autoinducer	6.82	Fragmented	GCF_00001	158	FALSE	FALSE	c00048_NODE_17...region001	Bacillota
F7GI_3_bin.7-c00328_NODE_93...region001	F7GI_3_bin.7	bacteria-7299736b-f650-47ad-9b68-631d1c184253	RiPPs	RiPP-like	2.85	Fragmented	GCF_00001	439	FALSE	FALSE	c00328_NODE_93...region001	Gammaproteobacteria
F7GI_3_bin.8-c00037_NODE_90...region001	F7GI_3_bin.8	bacteria-0078c022-5b88-4101-a8ee-c173ccbb80fd	RiPPs	ranthipeptide	10.12	Fragmented	GCF_05012	607	FALSE	FALSE	c00037_NODE_90...region001	Bacillota
F7GI_3_bin.9-c00025_NODE_11...region001	F7GI_3_bin.9	bacteria-5faa5a82-30ba-46b7-9cbe-2dfc5d93e385	RiPPs	RRE-containing	20.47	Complete	GCF_00001	803	FALSE	FALSE	c00025_NODE_11...region001	Desulfovibrionales
F7HG_2_bin.1-c00062_NODE_17...region001	F7HG_2_bin.1	bacteria-2f434edd-ade5-48d7-8623-f201e8962250	NRPS	NRPS-like	10.79	Fragmented	GCF_10776	1078	TRUE	FALSE	c00062_NODE_17...region001	Bacteroidota
F7HG_2_bin.10-c00108_NODE_78...region001	F7HG_2_bin.10	bacteria-c65c3aed-e174-49a6-bd87-b807eb13e111	RiPPs	RRE-containing	4.7	Fragmented	GCF_00001	393	FALSE	FALSE	c00108_NODE_78...region001	Bacteroidota
F7HG_2_bin.11-c00011_NODE_14...region001	F7HG_2_bin.11	bacteria-da8037e8-6ea6-4670-9616-3e2a598ed251	Terpene	terpene	15.75	Fragmented	GCF_14332	572	FALSE	FALSE	c00011_NODE_14...region001	Verrucomicrobiota
F7HG_2_bin.11-c00013_NODE_15...region001	F7HG_2_bin.11	bacteria-da8037e8-6ea6-4670-9616-3e2a598ed251	Terpene	terpene	17.69	Fragmented	GCF_14384	554	FALSE	FALSE	c00013_NODE_15...region001	Verrucomicrobiota
F7HG_2_bin.11-c00120_NODE_58...region001	F7HG_2_bin.11	bacteria-da8037e8-6ea6-4670-9616-3e2a598ed251	Terpene	terpene	5.51	Fragmented	GCF_00737	538	FALSE	FALSE	c00120_NODE_58...region001	Verrucomicrobiota
F7HG_2_bin.12-c00018_NODE_26...region001	F7HG_2_bin.12	bacteria-9fc2de7e-12bb-42cb-8810-067a79b87261	NRPS	NRPS-like	22.64	Fragmented	GCF_07410	791	FALSE	FALSE	c00018_NODE_26...region001	Bacteroidota
F7HG_2_bin.13-c00012_NODE_75...region001	F7HG_2_bin.13	bacteria-c5424b35-9243-4ac9-bd30-eb0db8351df0	NRPS	NRPS-like	16.09	Fragmented	GCF_10776	1305	TRUE	FALSE	c00012_NODE_75...region001	Bacteroidota
F7HG_2_bin.13-c00078_NODE_56...region001	F7HG_2_bin.13	bacteria-c5424b35-9243-4ac9-bd30-eb0db8351df0	RiPPs	RiPP-like	5.65	Fragmented	GCF_00001	481	FALSE	FALSE	c00078_NODE_56...region001	Bacteroidota
F7HG_2_bin.14-c00030_NODE_16...region001	F7HG_2_bin.14	bacteria-e367cbcd-a63c-4f28-8990-4dc98072e62e	RiPPs	RRE-containing	10.91	Fragmented	GCF_00001	300	FALSE	FALSE	c00030_NODE_16...region001	Bacteroidota
F7HG_2_bin.15-c00042_NODE_37...region001	F7HG_2_bin.15	bacteria-04668264-cde7-47b6-bbe5-2f6ab2d91461	NRPS	NRPS	7.04	Fragmented	GCF_00012	656	FALSE	FALSE	c00042_NODE_37...region001	Bacteroidota
F7HG_2_bin.15-c00155_NODE_10...region001	F7HG_2_bin.15	bacteria-04668264-cde7-47b6-bbe5-2f6ab2d91461	NRPS	NRPS-like	4.01	Fragmented	GCF_03521	498	FALSE	FALSE	c00155_NODE_10...region001	Bacteroidota
F7HG_2_bin.15-c00313_NODE_26...region001	F7HG_2_bin.15	bacteria-04668264-cde7-47b6-bbe5-2f6ab2d91461	NRPS	NRPS-like	2.41	Fragmented	GCF_07410	558	FALSE	FALSE	c00313_NODE_26...region001	Bacteroidota
F7HG_2_bin.16-c00013_NODE_16...region001	F7HG_2_bin.16	bacteria-10b12f9c-de83-4a32-b0e8-b4c75b6381ea	RiPPs	RRE-containing	11.07	Fragmented	GCF_00001	591	FALSE	FALSE	c00013_NODE_16...region001	Bacteroidota
F7HG_2_bin.17-c00045_NODE_31...region001	F7HG_2_bin.17	bacteria-ad0aae84-4500-48da-89ed-58c8ac8ca8b2	Terpene	terpene	7.68	Fragmented	GCF_00066	794	FALSE	FALSE	c00045_NODE_31...region001	Bacteroidota
F7HG_2_bin.18-c00036_NODE_47...region001	F7HG_2_bin.18	bacteria-b91dbb57-6d54-4633-b1df-e572166682eb	NRPS	NRPS-like	6.2	Fragmented	GCF_07410	562	FALSE	FALSE	c00036_NODE_47...region001	Bacteroidota
F7HG_2_bin.2-c00003_NODE_7_...region001	F7HG_2_bin.2	bacteria-05af477b-28d2-4c04-93ca-c83201dd7861	PKSI	T1PKS	45.33	Complete	GCF_03430	1942	TRUE	TRUE	c00003_NODE_7_...region001	Desulfovibrionales
F7HG_2_bin.2-c00004_NODE_8_...region001	F7HG_2_bin.2	bacteria-05af477b-28d2-4c04-93ca-c83201dd7861	PKS-NRP_Hybrids	NRPS.T1PKS	62.88	Fragmented	GCF_00128	1889	TRUE	FALSE	c00004_NODE_8_...region001	Desulfovibrionales
F7HG_2_bin.2-c00064_NODE_19...region001	F7HG_2_bin.2	bacteria-05af477b-28d2-4c04-93ca-c83201dd7861	RiPPs	LAP	9.92	Fragmented	GCF_00001	922	TRUE	FALSE	c00064_NODE_19...region001	Desulfovibrionales
F7HG_2_bin.3-c00031_NODE_96...region001	F7HG_2_bin.3	bacteria-7262c23e-c0a5-4e3f-bce5-04fda5e4a031	RiPPs	ranthipeptide	13.8	Fragmented	GCF_05012	502	FALSE	FALSE	c00031_NODE_96...region001	Bacillota
F7HG_2_bin.5-c00020_NODE_20...region001	F7HG_2_bin.5	bacteria-d0bf3b2f-2099-445a-8762-1c0a7123dc74	RiPPs	ranthipeptide	9.81	Fragmented	GCF_05012	653	FALSE	FALSE	c00020_NODE_20...region001	Bacillota
F7HG_2_bin.6-c00001_NODE_5_...region001	F7HG_2_bin.6	bacteria-3b8b98c2-d7b8-4576-9a7d-9bb3770bd5d5	Others	arylpolyene	38.82	Fragmented	GCF_04722	1250	TRUE	FALSE	c00001_NODE_5_...region001	Bacteroidota
F7HG_2_bin.6-c00050_NODE_11...region001	F7HG_2_bin.6	bacteria-3b8b98c2-d7b8-4576-9a7d-9bb3770bd5d5	NRPS	NRPS-like	13.26	Fragmented	GCF_07410	1125	TRUE	FALSE	c00050_NODE_11...region001	Bacteroidota
F7HG_2_bin.7-c00246_NODE_49...region001	F7HG_2_bin.7	bacteria-1c15cfea-1f6c-47ae-aedc-52b0d898b3d3	RiPPs	ranthipeptide	1.72	Fragmented	GCF_05012	417	FALSE	FALSE	c00246_NODE_49...region001	Bacillota
F7HG_2_bin.8-c00153_NODE_14...region001	F7HG_2_bin.8	bacteria-5d568c92-16a1-43ad-88c8-725dfb012f9d	PKSother	T3PKS	3.38	Fragmented	GCF_01199	686	FALSE	FALSE	c00153_NODE_14...region001	Gammaproteobacteria
F7HG_2_bin.9-c00057_NODE_21...region001	F7HG_2_bin.9	bacteria-5163f371-7e28-4e7d-be9b-46849a363b0d	RiPPs	ranthipeptide	9.51	Fragmented	GCF_05012	558	FALSE	FALSE	c00057_NODE_21...region001	Bacillota
F7HG_3_bin.1-c00001_NODE_5_...region001	F7HG_3_bin.1	bacteria-c3046a85-afc3-4eff-93bd-8618c0b25026	Others	arylpolyene	34.97	Fragmented	GCF_04722	1170	TRUE	FALSE	c00001_NODE_5_...region001	Bacteroidota
F7HG_3_bin.1-c00063_NODE_60...region001	F7HG_3_bin.1	bacteria-c3046a85-afc3-4eff-93bd-8618c0b25026	NRPS	NRPS-like	13.26	Fragmented	GCF_07410	1125	TRUE	FALSE	c00063_NODE_60...region001	Bacteroidota
F7HG_3_bin.2-c00001_NODE_1_...region001	F7HG_3_bin.2	bacteria-c3968231-8302-43ba-988c-4ce8ebacc9e7	PKSI	T1PKS	45.33	Complete	GCF_03430	1942	TRUE	TRUE	c00001_NODE_1_...region001	Desulfovibrionales
F7HG_3_bin.2-c00006_NODE_18...region001	F7HG_3_bin.2	bacteria-c3968231-8302-43ba-988c-4ce8ebacc9e7	RiPPs	RRE-containing	11.35	Fragmented	GCF_00001	801	FALSE	FALSE	c00006_NODE_18...region001	Desulfovibrionales
F7HG_3_bin.2-c00045_NODE_26...region001	F7HG_3_bin.2	bacteria-c3968231-8302-43ba-988c-4ce8ebacc9e7	NRPS	NRPS	19.99	Fragmented	GCF_03020	1002	TRUE	FALSE	c00045_NODE_26...region001	Desulfovibrionales
F7HG_3_bin.2-c00048_NODE_29...region001	F7HG_3_bin.2	bacteria-c3968231-8302-43ba-988c-4ce8ebacc9e7	PKSI	T1PKS	19.2	Fragmented	GCF_21433	863	FALSE	FALSE	c00048_NODE_29...region001	Desulfovibrionales
F7HG_3_bin.2-c00075_NODE_10...region001	F7HG_3_bin.2	bacteria-c3968231-8302-43ba-988c-4ce8ebacc9e7	RiPPs	LAP	9.83	Fragmented	GCF_00001	922	TRUE	FALSE	c00075_NODE_10...region001	Desulfovibrionales
F7HG_3_bin.3-c00139_NODE_87...region001	F7HG_3_bin.3	bacteria-c07ad224-122e-4729-b22d-ee48f2d09e2f	RiPPs	ranthipeptide	3.23	Fragmented	GCF_05012	569	FALSE	FALSE	c00139_NODE_87...region001	Bacillota
F7HG_3_bin.5-c00019_NODE_16...region001	F7HG_3_bin.5	bacteria-89866536-0c5a-4dae-acfa-96a80ecf0613	RiPPs	ranthipeptide	7.54	Fragmented	GCF_05012	596	FALSE	FALSE	c00019_NODE_16...region001	Bacillota
F7HG_3_bin.6-c00105_NODE_19...region001	F7HG_3_bin.6	bacteria-33f9ae73-0555-46d8-991c-e61b44c76f42	NRPS	NRPS-like	6.91	Fragmented	GCF_07410	656	FALSE	FALSE	c00105_NODE_19...region001	Bacteroidota
F7HG_3_bin.7-c00004_NODE_35...region001	F7HG_3_bin.7	bacteria-111af4ef-5a62-43c3-871f-6af68f808b0d	RiPPs	cyclic-lactone-autoinducer	20.62	Fragmented	GCF_00001	394	FALSE	FALSE	c00004_NODE_35...region001	Bacteroidota
F7HG_3_bin.8-c00230_NODE_31...region001	F7HG_3_bin.8	bacteria-98821101-a141-4350-83a0-94d5f49fe38a	RiPPs	RRE-containing	1.71	Fragmented	GCF_05012	522	FALSE	FALSE	c00230_NODE_31...region001	Bacillota
F8GI_3_bin.1-c00266_NODE_89...region001	F8GI_3_bin.1	bacteria-ae89bbb4-3090-419e-95dd-72713f1b28ad	RiPPs	RiPP-like	3.26	Fragmented	GCF_00001	43	FALSE	FALSE	c00266_NODE_89...region001	Gammaproteobacteria
F8HG_2_bin.1-c00017_NODE_52...region001	F8HG_2_bin.1	bacteria-221d2adf-d600-4e01-a9e0-153705886824	NRPS	NRPS	28.21	Fragmented	GCF_10725	829	FALSE	FALSE	c00017_NODE_52...region001	Bacteroidota
F8HG_2_bin.3-c00182_NODE_25...region001	F8HG_2_bin.3	bacteria-b69a8541-d0c4-40f2-bf9d-61c5ad662ca0	RiPPs	ranthipeptide	3.3	Fragmented	GCF_05012	619	FALSE	FALSE	c00182_NODE_25...region001	Bacillota
F8HG_2_bin.6-c00028_NODE_54...region001	F8HG_2_bin.6	bacteria-a84d5d1d-74b3-4897-aeb8-e8691fef47dd	Others	arylpolyene	7.09	Fragmented	GCF_11338	1140	TRUE	FALSE	c00028_NODE_54...region001	Bacteroidota
F8HG_2_bin.6-c00119_NODE_14...region001	F8HG_2_bin.6	bacteria-a84d5d1d-74b3-4897-aeb8-e8691fef47dd	Others	arylpolyene	4.23	Fragmented	GCF_01379	631	FALSE	FALSE	c00119_NODE_14...region001	Bacteroidota
F8HG_2_bin.7-c00354_NODE_68...region001	F8HG_2_bin.7	bacteria-b50f3db9-de12-43b5-bcc0-20c58bd0667d	RiPPs	RiPP-like	2.18	Fragmented	GCF_00001	359	FALSE	FALSE	c00354_NODE_68...region001	Gammaproteobacteria
F8HG_3_bin.1-c00044_NODE_11...region001	F8HG_3_bin.1	bacteria-c8fb4568-614c-4d85-b8f2-5ebed1569c5a	NRPS	NRPS-like	12.26	Fragmented	GCF_03020	825	FALSE	FALSE	c00044_NODE_11...region001	Bacteroidota
F8HG_3_bin.1-c00058_NODE_63...region001	F8HG_3_bin.1	bacteria-c8fb4568-614c-4d85-b8f2-5ebed1569c5a	NRPS	NRPS	8.15	Fragmented	GCF_00012	709	FALSE	FALSE	c00058_NODE_63...region001	Bacteroidota
F8HG_3_bin.2-c00060_NODE_36...region001	F8HG_3_bin.2	bacteria-838ad750-0d23-4538-8992-58351dd5839d	RiPPs	ranthipeptide	9.4	Fragmented	GCF_05012	651	FALSE	FALSE	c00060_NODE_36...region001	Bacillota
F8HG_3_bin.2-c00080_NODE_66...region001	F8HG_3_bin.2	bacteria-838ad750-0d23-4538-8992-58351dd5839d	NRPS	NRPS	8.05	Fragmented	GCF_00012	549	FALSE	FALSE	c00080_NODE_66...region001	Bacillota
R1_12_bin.1-c00005_NODE_83...region001	R1_12_bin.1	bacteria-5597f229-e79a-46af-8375-820fe3e05b2b	RiPPs	RRE-containing	14.41	Fragmented	GCF_00001	670	FALSE	FALSE	c00005_NODE_83...region001	Bacteroidota
R1_12_bin.1-c00117_NODE_52...region001	R1_12_bin.1	bacteria-5597f229-e79a-46af-8375-820fe3e05b2b	Terpene	terpene	6.43	Fragmented	GCF_01384	604	FALSE	FALSE	c00117_NODE_52...region001	Bacteroidota
R1_12_bin.2-c00007_NODE_41...region001	R1_12_bin.2	bacteria-9b0910eb-0972-4516-870d-369fee1f88d3	RiPPs	ranthipeptide	21.39	Complete	GCF_05775	962	TRUE	TRUE	c00007_NODE_41...region001	Bacillota
R1_12_bin.2-c00049_NODE_17...region001	R1_12_bin.2	bacteria-9b0910eb-0972-4516-870d-369fee1f88d3	RiPPs	cyclic-lactone-autoinducer	12.78	Fragmented	GCF_00001	742	FALSE	FALSE	c00049_NODE_17...region001	Bacillota
R1_12_bin.3-c00088_NODE_98...region001	R1_12_bin.3	bacteria-aa48a3c6-8613-4fa8-8c58-64f16a7e13b5	RiPPs	ranthipeptide	4.55	Fragmented	GCF_05012	546	FALSE	FALSE	c00088_NODE_98...region001	Bacillota
R1_12_bin.4-c00013_NODE_11...region001	R1_12_bin.4	bacteria-d3d0125a-00f6-4f0a-9e7d-ad0b56c171a4	NRPS	NRPS	16.5	Fragmented	GCF_05012	1265	TRUE	FALSE	c00013_NODE_11...region001	Bacteroidota
R1_12_bin.4-c00046_NODE_28...region001	R1_12_bin.4	bacteria-d3d0125a-00f6-4f0a-9e7d-ad0b56c171a4	Others	arylpolyene	9.28	Fragmented	GCF_11590	1232	TRUE	FALSE	c00046_NODE_28...region001	Bacteroidota
R1_12_bin.4-c00340_NODE_42...region001	R1_12_bin.4	bacteria-d3d0125a-00f6-4f0a-9e7d-ad0b56c171a4	Others	arylpolyene	2.04	Fragmented	GCF_11338	542	FALSE	FALSE	c00340_NODE_42...region001	Bacteroidota
R1_12_bin.5-c00020_NODE_10...region001	R1_12_bin.5	bacteria-33e64a2f-db8a-4f87-a0ee-732434078832	NRPS	NRPS-like	16.91	Fragmented	GCF_07410	986	TRUE	FALSE	c00020_NODE_10...region001	Bacillota
R1_12_bin.5-c00045_NODE_42...region001	R1_12_bin.5	bacteria-33e64a2f-db8a-4f87-a0ee-732434078832	RiPPs	cyclic-lactone-autoinducer	7.3	Fragmented	GCF_00001	158	FALSE	FALSE	c00045_NODE_42...region001	Bacillota
R1_25_bin.1-c00001_NODE_6_...region001	R1_25_bin.1	bacteria-debbe589-9576-4577-be9e-74596b7bec41	RiPPs	ranthipeptide	21.58	Complete	GCF_05775	554	FALSE	FALSE	c00001_NODE_6_...region001	Bacillota
R1_25_bin.2-c00002_NODE_2_...region001	R1_25_bin.2	bacteria-dc8cf9a2-2962-4c87-8c13-3899718244fc	RiPPs	cyclic-lactone-autoinducer	18.8	Fragmented	GCF_00001	776	FALSE	FALSE	c00002_NODE_2_...region001	Bacillota
R1_25_bin.2-c00002_NODE_2_...region002	R1_25_bin.2	bacteria-dc8cf9a2-2962-4c87-8c13-3899718244fc	RiPPs	ranthipeptide	21.6	Complete	GCF_05775	662	FALSE	FALSE	c00002_NODE_2_...region002	Bacillota
R1_25_bin.3-c00001_NODE_49...region001	R1_25_bin.3	bacteria-626b6b71-7b52-420f-9865-a62fd4cdae60	RiPPs	RiPP-like	10.79	Complete	GCF_00001	618	FALSE	FALSE	c00001_NODE_49...region001	Fusobacteriota
R1_25_bin.3-c00023_NODE_40...region001	R1_25_bin.3	bacteria-626b6b71-7b52-420f-9865-a62fd4cdae60	NRPS	NRPS-like	18.96	Fragmented	GCF_07410	914	TRUE	FALSE	c00023_NODE_40...region001	Fusobacteriota
R1_25_bin.4-c00078_NODE_67...region001	R1_25_bin.4	bacteria-39557363-86a4-4564-87cb-a8982fda3720	RiPPs	RRE-containing	11.04	Fragmented	GCF_05012	811	FALSE	FALSE	c00078_NODE_67...region001	Bacillota
R1_25_bin.4-c00107_NODE_90...region001	R1_25_bin.4	bacteria-39557363-86a4-4564-87cb-a8982fda3720	PKS-NRP_Hybrids	NRPS.transAT-PKS	7.75	Fragmented	GCF_00017	1038	TRUE	FALSE	c00107_NODE_90...region001	Bacillota
R1_25_bin.4-c00164_NODE_16...region001	R1_25_bin.4	bacteria-39557363-86a4-4564-87cb-a8982fda3720	RiPPs	RRE-containing	3.83	Fragmented	GCF_00001	158	FALSE	FALSE	c00164_NODE_16...region001	Bacillota
R1_25_bin.4-c00168_NODE_16...region001	R1_25_bin.4	bacteria-39557363-86a4-4564-87cb-a8982fda3720	NRPS	NRPS	3.75	Fragmented	GCF_10837	730	FALSE	FALSE	c00168_NODE_16...region001	Bacillota
R1_25_bin.5-c00002_NODE_5_...region001	R1_25_bin.5	bacteria-57b1da57-d522-4e0e-a04a-a7bf3652e979	RiPPs	ranthipeptide	21.58	Complete	GCF_05775	776	FALSE	FALSE	c00002_NODE_5_...region001	Bacillota
R1_25_bin.7-c00042_NODE_23...region001	R1_25_bin.7	bacteria-cceb59f4-db64-46f3-aa66-b1b5a86f5538	RiPPs	RiPP-like	10.86	Complete	GCF_00001	506	FALSE	FALSE	c00042_NODE_23...region001	Gammaproteobacteria
R1_25_bin.7-c00048_NODE_28...region001	R1_25_bin.7	bacteria-cceb59f4-db64-46f3-aa66-b1b5a86f5538	Others	betalactone	20.2	Fragmented	GCF_00781	873	FALSE	FALSE	c00048_NODE_28...region001	Gammaproteobacteria
R1_28_bin.1-c00256_NODE_20...region001	R1_28_bin.1	bacteria-3e191be0-cbf7-4af3-8866-d0d2bb271f4d	NRPS	NRPS-like	2.14	Fragmented	GCF_07410	565	FALSE	FALSE	c00256_NODE_20...region001	Bacteroidota
R1_28_bin.13-c00001_NODE_19...region001	R1_28_bin.13	bacteria-9308e25d-13c2-4031-82e5-1b5db3ae8020	RiPPs	thiopeptide	33.3	Fragmented	GCF_00001	1151	TRUE	FALSE	c00001_NODE_19...region001	Desulfovibrionales
R1_28_bin.13-c00472_NODE_30...region001	R1_28_bin.13	bacteria-9308e25d-13c2-4031-82e5-1b5db3ae8020	Terpene	terpene	1.67	Fragmented	GCF_00737	463	FALSE	FALSE	c00472_NODE_30...region001	Desulfovibrionales
R1_28_bin.14-c00008_NODE_80...region001	R1_28_bin.14	bacteria-2be554e0-4eeb-4896-94b6-e0eea1910018	Others	arylpolyene	14.91	Fragmented	GCF_11590	1222	TRUE	FALSE	c00008_NODE_80...region001	Bacteroidota
R1_28_bin.14-c00159_NODE_76...region001	R1_28_bin.14	bacteria-2be554e0-4eeb-4896-94b6-e0eea1910018	NRPS	NRPS	3.88	Fragmented	GCF_07410	611	FALSE	FALSE	c00159_NODE_76...region001	Bacteroidota
R1_28_bin.14-c00247_NODE_14...region001	R1_28_bin.14	bacteria-2be554e0-4eeb-4896-94b6-e0eea1910018	NRPS	NRPS-like	2.61	Fragmented	GCF_07410	550	FALSE	FALSE	c00247_NODE_14...region001	Bacteroidota
R1_28_bin.14-c00318_NODE_21...region001	R1_28_bin.14	bacteria-2be554e0-4eeb-4896-94b6-e0eea1910018	NRPS	NRPS	2.08	Fragmented	GCF_07410	567	FALSE	FALSE	c00318_NODE_21...region001	Bacteroidota
R1_28_bin.14-c00495_NODE_44...region001	R1_28_bin.14	bacteria-2be554e0-4eeb-4896-94b6-e0eea1910018	NRPS	NRPS	1.35	Fragmented	GCF_00012	651	FALSE	FALSE	c00495_NODE_44...region001	Bacteroidota
R1_28_bin.15-c00034_NODE_69...region001	R1_28_bin.15	bacteria-c6144916-9726-4603-b9fe-8bad971fca33	RiPPs	ranthipeptide	16.25	Fragmented	GCF_05012	737	FALSE	FALSE	c00034_NODE_69...region001	Bacillota
R1_28_bin.16-c00026_NODE_20...region001	R1_28_bin.16	bacteria-2e1eaaa1-5bb3-4227-8fb8-98173719fd1f	NRPS	NRPS-like	8.73	Fragmented	GCF_10776	940	TRUE	FALSE	c00026_NODE_20...region001	Bacteroidota
R1_28_bin.16-c00076_NODE_42...region001	R1_28_bin.16	bacteria-2e1eaaa1-5bb3-4227-8fb8-98173719fd1f	Others	arylpolyene	5.6	Fragmented	GCF_12195	823	FALSE	FALSE	c00076_NODE_42...region001	Bacteroidota
R1_28_bin.16-c00103_NODE_54...region001	R1_28_bin.16	bacteria-2e1eaaa1-5bb3-4227-8fb8-98173719fd1f	Others	arylpolyene	4.76	Fragmented	GCF_11338	840	FALSE	FALSE	c00103_NODE_54...region001	Bacteroidota
R1_28_bin.17-c00228_NODE_14...region001	R1_28_bin.17	bacteria-f765d7d2-bd4a-4e86-94b1-45aa11475da9	RiPPs	RRE-containing	2.65	Fragmented	GCF_00001	394	FALSE	FALSE	c00228_NODE_14...region001	Bacteroidota
R1_28_bin.18-c00052_NODE_35...region001	R1_28_bin.18	bacteria-d7e0ab31-dfe3-49f4-bcd7-1c07efbf4970	NRPS	NRPS-like	6.21	Fragmented	GCF_07410	656	FALSE	FALSE	c00052_NODE_35...region001	Bacteroidota
R1_28_bin.2-c00009_NODE_23...region001	R1_28_bin.2	bacteria-7c409a0c-c9d9-4503-91cc-ee05e8b61cc5	Others	arylpolyene	31.95	Fragmented	GCF_04722	1397	TRUE	FALSE	c00009_NODE_23...region001	Bacteroidota
R1_28_bin.3-c00002_NODE_17...region001	R1_28_bin.3	bacteria-bf668510-02db-4419-a397-b4cd9e4a4b14	Others	arylpolyene	47.74	Complete	GCF_04722	1384	TRUE	TRUE	c00002_NODE_17...region001	Bacteroidota
R1_28_bin.3-c00052_NODE_95...region001	R1_28_bin.3	bacteria-bf668510-02db-4419-a397-b4cd9e4a4b14	NRPS	NRPS-like	13.56	Fragmented	GCF_07410	1125	TRUE	FALSE	c00052_NODE_95...region001	Bacteroidota
R1_28_bin.6-c00002_NODE_9_...region001	R1_28_bin.6	bacteria-7171be8c-364a-4067-b405-d9a9a0628c31	PKSI	T1PKS	45.33	Complete	GCF_03430	1942	TRUE	TRUE	c00002_NODE_9_...region001	Desulfovibrionales
R1_28_bin.6-c00004_NODE_13...region001	R1_28_bin.6	bacteria-7171be8c-364a-4067-b405-d9a9a0628c31	PKS-NRP_Hybrids	NRPS.T1PKS	67.9	Fragmented	GCF_02500	1864	TRUE	FALSE	c00004_NODE_13...region001	Desulfovibrionales
R1_28_bin.6-c00005_NODE_14...region001	R1_28_bin.6	bacteria-7171be8c-364a-4067-b405-d9a9a0628c31	RiPPs	LAP	18.18	Fragmented	GCF_00001	1070	TRUE	FALSE	c00005_NODE_14...region001	Desulfovibrionales
R1_28_bin.7-c00181_NODE_71...region001	R1_28_bin.7	bacteria-5faeac3a-3914-4add-b49d-e0049242d441	Terpene	terpene	4.06	Fragmented	GCF_00066	681	FALSE	FALSE	c00181_NODE_71...region001	Bacteroidota
